Date,Matchup,Team,Player,Pos,BasePoints,BaseBounds,BaseAssists,BaseSteals,BaseBlocks,Base3PM,BaseMinutes,EnhPoints,EnhRebounds,EnhAssists,EnhMinutes,PointsBoost,HasInjuryAdj,HasEnhancement,HasGameScript,StarTier,Usage,FGPct,IsHome,GamesPlayed,LastUpdated
2025-11-02,NOP @ OKC,NOP,Trey Murphy III,SF,13.6,6.8,3.8,1.2,0.0,2.0,35.3,15.1,6.8,3.8,35.3,1.5,N,Y,N,Star,17.3,36.4,N,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,NOP,Jordan Poole,SG,19.8,1.8,3.0,0.2,0.4,3.4,32.3,21.3,1.8,3.0,32.3,1.5,N,Y,N,Star,22.4,40.5,N,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,NOP,Zion Williamson,SF,23.5,6.3,4.3,2.3,0.3,0.0,32.3,25.5,6.3,4.3,32.3,2.0,N,Y,N,Superstar,30.2,48.4,N,4,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,NOP,Herbert Jones,SF,8.8,4.6,2.0,1.0,0.2,1.8,27.6,8.8,4.6,2.0,27.6,0.0,N,N,N,Key Role,17.0,35.7,N,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,NOP,Jeremiah Fears,SG,13.2,2.2,3.8,1.8,0.0,0.6,26.6,14.7,2.2,3.8,26.6,1.5,N,Y,N,Star,22.8,46.6,N,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,NOP,Saddiq Bey,SG,9.6,3.6,1.6,1.0,0.0,1.8,24.5,9.6,3.6,1.6,24.5,0.0,N,N,N,Key Role,16.3,38.1,N,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,NOP,Yves Missi,C,8.0,6.8,1.8,0.3,1.0,0.0,23.5,8.0,6.8,1.8,23.5,0.0,N,N,N,Key Role,13.0,72.2,N,4,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,NOP,Derik Queen,C,8.0,5.4,0.2,0.6,0.8,0.0,19.6,8.0,5.4,0.2,19.6,0.0,N,N,N,Key Role,19.7,43.8,N,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,NOP,Jordan Hawkins,SG,4.3,2.5,1.0,0.0,0.0,0.8,14.4,4.3,2.5,1.0,14.4,0.0,N,N,N,Bench,16.2,26.3,N,4,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Shai Gilgeous-Alexander,PG,43.5,6.6,7.4,1.0,1.2,1.8,34.9,46.5,6.6,7.4,34.9,3.0,Y,Y,N,Superstar,34.3,53.4,Y,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Chet Holmgren,C,23.0,11.8,1.8,1.7,1.7,2.7,32.8,26.0,11.8,1.8,32.8,3.0,Y,Y,N,Superstar,23.4,52.9,Y,3,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Luguentz Dort,SG,9.1,5.7,1.4,1.2,0.0,1.2,32.6,10.1,5.7,1.4,32.6,1.0,Y,N,N,Key Role,11.6,34.2,Y,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Isaiah Hartenstein,C,14.3,13.2,3.1,1.2,0.4,0.0,30.5,16.8,13.2,3.1,30.5,2.5,Y,Y,N,Star,15.3,61.9,Y,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Ajay Mitchell,SG,24.3,4.1,3.8,1.6,0.0,1.4,29.7,26.8,4.1,3.8,29.7,2.5,Y,Y,N,Star,25.6,45.5,Y,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Aaron Wiggins,SG,17.7,6.2,3.6,0.2,1.2,2.2,29.5,20.2,6.2,3.6,29.5,2.5,Y,Y,N,Star,20.8,41.3,Y,5,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Cason Wallace,SG,8.7,4.0,4.5,2.3,0.8,1.3,28.1,9.7,4.0,4.5,28.1,1.0,Y,N,N,Key Role,14.2,28.1,Y,4,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Isaiah Joe,SG,25.6,6.8,1.3,1.0,0.0,5.0,24.1,28.1,6.8,1.3,24.1,2.5,Y,Y,N,Star,21.7,58.3,Y,1,2025-11-02T22:39:22.947Z
2025-11-02,NOP @ OKC,OKC,Alex Caruso,SG,5.1,2.3,3.2,2.5,0.5,1.0,20.2,6.1,2.3,3.2,20.2,1.0,Y,N,N,Key Role,12.9,20.0,Y,2,2025-11-02T22:39:22.947Z
2025-11-02,PHI @ BKN,PHI,Tyrese Maxey,PG,43.3,5.1,11.6,1.2,1.0,4.4,43.1,46.3,5.1,11.6,43.1,3.0,Y,Y,N,Superstar,29.2,46.2,N,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,PHI,VJ Edgecombe,PG,26.1,6.2,6.6,1.2,0.4,2.8,40.1,28.6,6.2,6.6,40.1,2.5,Y,Y,N,Star,19.6,49.4,N,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,PHI,Kelly Oubre Jr.,PF,21.6,7.8,1.7,1.2,0.8,2.4,39.0,24.1,7.8,1.7,39.0,2.5,Y,Y,N,Star,15.2,50.9,N,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,PHI,Quentin Grimes,SG,21.4,4.9,4.4,0.8,0.4,3.0,31.9,23.9,4.9,4.4,31.9,2.5,Y,Y,N,Star,21.6,43.3,N,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,PHI,Dominick Barlow,SF,8.6,6.4,2.9,0.0,0.5,0.0,25.1,9.6,6.4,2.9,25.1,1.0,Y,N,N,Key Role,12.4,50.0,N,2,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,PHI,Joel Embiid,C,18.7,5.5,3.8,0.5,1.0,1.8,22.1,21.2,5.5,3.8,22.1,2.5,Y,Y,N,Star,33.0,46.0,N,4,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,PHI,Adem Bona,PF,3.0,3.3,0.7,0.2,2.2,0.0,16.0,4.0,3.3,0.7,16.0,1.0,Y,N,N,Bench,8.3,44.4,N,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,PHI,Trendon Watford,SG,1.2,2.2,2.5,0.0,0.0,0.0,14.8,1.2,2.2,2.5,14.8,0.0,Y,N,N,Bench,7.5,25.0,N,2,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,PHI,Jabari Walker,SF,4.9,3.6,0.0,0.2,0.6,0.0,13.1,4.9,3.6,0.0,13.1,0.0,Y,N,N,Bench,14.7,45.0,N,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,BKN,Michael Porter Jr.,SF,22.6,6.0,3.4,0.6,0.2,3.2,32.0,25.1,6.0,3.4,32.0,2.5,Y,Y,N,Star,25.1,50.6,Y,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,BKN,Cam Thomas,SG,24.5,1.5,3.4,0.4,0.2,2.2,30.3,27.0,1.5,3.4,30.3,2.5,Y,Y,N,Star,32.1,39.1,Y,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,BKN,Nic Claxton,C,12.8,6.2,2.5,0.8,0.2,0.0,26.4,15.3,6.2,2.5,26.4,2.5,Y,Y,N,Star,18.4,53.8,Y,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,BKN,Noah Clowney,SF,5.4,3.5,1.7,0.2,0.0,0.8,20.9,6.4,3.5,1.7,20.9,1.0,Y,N,N,Bench,15.1,25.0,Y,5,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,BKN,Egor Dëmin,SG,7.9,3.9,2.6,0.5,0.0,2.3,20.5,8.9,3.9,2.6,20.5,1.0,Y,N,N,Key Role,16.0,40.9,Y,4,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,BKN,Jalen Wilson,SF,8.4,1.0,1.4,0.3,0.0,1.8,18.5,9.4,1.0,1.4,18.5,1.0,Y,N,N,Bench,14.8,50.0,Y,4,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,BKN,Ziaire Williams,SF,10.8,1.9,0.3,1.3,0.0,2.3,18.5,11.8,1.9,0.3,18.5,1.0,Y,N,N,Key Role,15.5,50.0,Y,3,2025-11-02T22:39:23.050Z
2025-11-02,PHI @ BKN,BKN,Ben Saraf,SG,3.4,2.1,3.4,0.4,0.0,0.4,18.2,4.4,2.1,3.4,18.2,1.0,Y,N,N,Bench,15.9,21.7,Y,5,2025-11-02T22:39:23.050Z
